Cycle,Mob dist,Thresh,Anomaly
358,2.572933059587307,4.529695111746764,False
359,0.5110473333908084,4.529695111746764,False
360,3.310569713386065,4.529695111746764,False
361,1.2118988479930908,4.529695111746764,False
362,1.5921252874761602,4.529695111746764,False
363,2.571062438588343,4.529695111746764,False
364,2.692980862094552,4.529695111746764,False
365,1.619943528551559,4.529695111746764,False
366,2.105332843071248,4.529695111746764,False
367,1.79782080787464,4.529695111746764,False
368,2.2124218132845255,4.529695111746764,False
369,1.673003224060508,4.529695111746764,False
370,1.6750748122868266,4.529695111746764,False
371,1.1491669639236228,4.529695111746764,False
372,1.2421116032286272,4.529695111746764,False
373,2.220642129743395,4.529695111746764,False
374,1.7835402853724862,4.529695111746764,False
375,1.86426236956683,4.529695111746764,False
376,1.7507823744463094,4.529695111746764,False
377,2.770555415072666,4.529695111746764,False
378,2.2251327312929914,4.529695111746764,False
379,2.1226472216257655,4.529695111746764,False
380,2.4607116638226962,4.529695111746764,False
381,2.21207481433413,4.529695111746764,False
382,3.457336162265228,4.529695111746764,False
383,3.0105800537400857,4.529695111746764,False
384,0.5128700974671953,4.529695111746764,False
385,4.13156746875566,4.529695111746764,False
386,1.8619869325683152,4.529695111746764,False
387,1.6116712202465808,4.529695111746764,False
388,3.622331035769758,4.529695111746764,False
389,3.0092240167996773,4.529695111746764,False
390,3.8501258764325406,4.529695111746764,False
391,2.0272540154271934,4.529695111746764,False
392,1.9084466666146147,4.529695111746764,False
393,2.322935226620261,4.529695111746764,False
394,3.1151438661825104,4.529695111746764,False
395,3.1544355758170486,4.529695111746764,False
396,0.9495725074301061,4.529695111746764,False
397,1.0250675550483117,4.529695111746764,False
398,1.8804122531624745,4.529695111746764,False
399,1.8630312144721348,4.529695111746764,False
400,1.6957025335400955,4.529695111746764,False
401,2.2601899469645237,4.529695111746764,False
402,2.2104750066533927,4.529695111746764,False
403,1.8397037191677643,4.529695111746764,False
404,2.75334674350986,4.529695111746764,False
405,3.031219074542631,4.529695111746764,False
406,2.693864787384345,4.529695111746764,False
407,1.6374877617002837,4.529695111746764,False
408,1.8078043561748744,4.529695111746764,False
409,2.020996993907673,4.529695111746764,False
410,2.9733044900602117,4.529695111746764,False
411,1.6016842105437001,4.529695111746764,False
412,1.3578659879928965,4.529695111746764,False
413,2.0825597124274107,4.529695111746764,False
414,3.1368358570642405,4.529695111746764,False
415,4.593923447538568,4.529695111746764,True
416,6.602426526317956,4.529695111746764,True
417,4.120837037454859,4.529695111746764,False
418,2.965940843629912,4.529695111746764,False
419,3.571187543225586,4.529695111746764,False
420,2.5516329027678673,4.529695111746764,False
421,3.267263803363046,4.529695111746764,False
422,3.4516170174603684,4.529695111746764,False
423,4.876968572380173,4.529695111746764,True
424,2.6743968156116598,4.529695111746764,False
425,3.925033832186268,4.529695111746764,False
426,3.0007614581555346,4.529695111746764,False
427,4.096070714975439,4.529695111746764,False
428,2.036536071331401,4.529695111746764,False
429,4.698646869620496,4.529695111746764,True
430,6.90146879191521,4.529695111746764,True
431,5.072838620259767,4.529695111746764,True
432,4.774554320137742,4.529695111746764,True
